LotFrontage,LotArea,MasVnrArea,BsmtUnfSF,TotalBsmtSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YearBuilt_YearRemodAdd,TotalPorchSF,TotalBathroom,Total_sqr_footage,MSSubClass,MSZoning,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,SalePrice
-0.209918947519562,-0.3143538827024826,0.7667210407871423,-0.9401021988263847,-0.45832020321681155,0.4563628591827202,0.16992708860002484,-0.20769847452544338,0.986849366836289,-0.9243112113157019,0.29500243428866585,0.3070397640943406,0.3656661563505257,1.0929473131749818,-0.7622759731510793,1.5847661382681215,0.5640179761645912,5,3,1,3,3,4,5,2,2,0,5,6,4,1,1,12,1,2,4,2,2,4,3,2,6,1,0,1,4,2,6,3,1,2,5,2,3,4,1,8,4,208500
0.6390038464725746,-0.002533281708171711,-0.6495982546857324,-0.6322786699190358,0.523046763424636,-0.48599344898963853,0.16992708860002484,-0.20769847452544338,-0.28775828882527155,0.6236316606467388,0.23495029397191988,0.3070397640943406,-0.052659394646826924,-0.07753937822163003,0.7190296590226176,0.3482164570051847,0.3326784518026359,0,3,1,3,3,2,24,1,2,0,2,5,7,1,1,8,2,3,4,1,2,4,1,0,6,1,0,1,4,3,6,5,1,2,5,2,3,4,1,8,4,181500
-0.040134388721134694,0.44486149363149174,0.5210329997357253,-0.28770009278394376,-0.30362196216988385,0.6162268757476739,0.16992708860002484,-0.20769847452544338,-0.28775828882527155,0.6236316606467388,0.2905541275985365,0.3070397640943406,0.6508881229396297,1.027920274764059,-0.8810304331143715,1.5847661382681215,0.3747401835048096,5,3,1,0,3,4,5,2,2,0,5,6,4,1,1,12,1,2,4,2,2,4,2,2,6,1,0,1,4,2,6,5,1,2,5,2,3,4,1,8,4,223500
-0.49289321218360754,-0.016090699142706968,-0.6495982546857324,-0.04419789827514541,-0.7000362048526361,0.4710871764979133,0.16992708860002484,-0.20769847452544338,0.3495455390055087,0.6236316606467388,0.2838816675633425,1.61926388033355,0.8125139040067887,-1.5298099027322412,0.7752817716368087,-0.2700583836262836,-0.07085128671509291,6,3,1,0,3,0,6,2,2,0,5,6,4,1,1,13,2,3,4,0,4,1,3,0,6,1,2,1,4,2,6,2,5,3,5,2,3,4,1,8,0,140000
0.865383258203811,1.2610180231905141,1.8795433443729725,-0.15905742398684275,0.2402390415107213,1.4828581234418967,1.3856554504222593,-0.20769847452544338,1.6241531946670693,0.6236316606467388,0.28832997425347184,1.61926388033355,1.7347315959782252,0.9628932363531362,0.5815244948545951,1.5847661382681215,1.1384234997224005,5,3,1,0,3,2,15,2,2,0,5,7,4,1,1,12,1,2,4,2,2,4,0,2,6,1,0,1,4,2,6,5,1,2,5,2,3,4,1,8,4,250000
0.9219781111366201,1.2217015126303619,-0.6495982546857324,-1.137660583050504,-0.6033498041983063,-0.2756460587725942,-2.2615296350444445,-0.20769847452544338,-0.9250621166560519,-0.9243112113157019,0.2727609008380192,0.3070397640943406,0.04241459421620776,0.7027850827094446,1.2940512546343481,0.3482164570051847,0.14077180091146843,4,3,1,0,3,4,11,2,2,0,0,4,4,1,1,12,2,3,4,5,2,4,3,2,6,1,0,1,4,3,6,3,1,3,5,2,3,2,3,8,4,143000
0.35602958180852906,0.12870251905812957,0.6944598522426079,-0.5564713829493155,1.547922610360532,0.4227072767479931,0.16992708860002484,-0.20769847452544338,0.3495455390055087,0.6236316606467388,0.2972265876337305,0.3070397640943406,0.7839917073478783,1.157974351585905,0.8065329453113592,0.9664912976366531,1.4144536140179154,0,3,1,3,3,4,21,2,2,0,2,7,4,1,1,12,3,2,4,2,0,4,0,2,6,1,0,1,4,2,6,2,1,2,5,2,3,4,1,8,4,307000
0.03376690505919177,0.2095047269679597,1.084670270383094,-0.7884876248869441,0.148386960889108,1.2556829420074889,0.16992708860002484,-0.20769847452544338,0.3495455390055087,2.1715745326091795,0.2282778339367259,0.3070397640943406,0.0614293919888147,-0.20759345504347582,3.0253662762044495,1.5847661382681215,1.3066704265310953,5,3,1,0,3,0,14,4,2,0,5,6,5,1,1,6,3,3,4,1,2,4,2,0,1,1,0,1,4,3,6,5,1,2,5,2,3,4,3,8,4,200000
-1.0022468885788895,-0.9461295351518255,-0.6495982546857324,0.9022445935892407,-0.22627284164642,0.5909851889216285,-1.0458012732222097,4.455931118857386,0.986849366836289,2.1715745326091795,0.13486339344401002,0.3070397640943406,-0.014629799101613048,-1.6165126206134717,0.7002789548178873,-0.2700583836262836,-0.2798455161102684,4,4,1,3,3,4,17,0,2,0,0,6,4,1,1,3,2,3,4,0,4,4,3,6,6,1,2,1,1,3,2,5,5,3,1,2,3,4,1,8,0,129900
-1.0588417415116986,-0.5936366818539088,-0.6495982546857324,-0.9630741039687242,-0.13200360100844843,-0.8751361208911707,-1.0458012732222097,4.455931118857386,-0.9250621166560519,2.1715745326091795,0.15265662020452733,-1.005184352144869,-1.264852752650519,-1.4431071848510106,-1.1185393530409558,-0.2700583836262836,-0.07742343229355755,15,3,1,3,3,0,3,0,0,1,1,4,5,1,1,8,2,3,4,0,4,4,3,2,6,1,0,1,4,3,6,5,1,2,2,2,3,4,1,8,4,118000
