Id,SalePrice
1461,125659.37901207713
1462,174485.33312646317
1463,173884.44546879007
1464,191419.68723143503
1465,200452.76569918988
1466,171254.49283337174
1467,177486.76651108582
1468,162133.1058208158
1469,178551.71344417648
1470,124706.5440142709
1471,202991.4802337201
1472,93664.95389868192
1473,95551.53076478005
1474,159427.14950028734
1475,139564.2213362513
1476,357482.3683583194
1477,262704.48461729067
1478,287945.8844054084
1479,246475.41812566962
1480,490212.9762706067
1481,302379.15125363745
1482,211465.53175250534
1483,171872.6088371597
1484,169404.396078579
1485,178971.84932867682
1486,194305.22310673998
1487,324574.5440120648
1488,233495.77325029878
1489,212571.5274990732
1490,219129.71823176305
1491,193313.65090664214
1492,91207.01556328837
1493,193831.40001371046
1494,324371.5334034485
1495,311237.3715762134
1496,240111.86908661693
1497,185812.29009142958
1498,153867.29758242582
1499,157050.14696067767
1500,143916.3681745311
1501,168424.081650652
1502,162851.8542969552
1503,290126.07596282795
1504,236339.44998429064
1505,229900.917906256
1506,171453.68391898402
1507,217050.79964821495
1508,198721.33523172903
1509,155774.20082765387
1510,144184.05934634752
1511,141524.8879476864
1512,174306.29360507292
1513,138138.5797818444
1514,179438.71325769578
1515,181249.0672277044
1516,157774.14731438961
1517,163531.14930663223
1518,135483.8844388578
1519,224035.3151329175
1520,136099.85481081664
1521,140593.36791488907
1522,164154.733910583
1523,116113.71480289954
1524,119117.00327610185
1525,131562.77500467878
1526,127302.14701708805
1527,108527.85216423126
1528,131986.7647310418
1529,145710.60183735797
1530,159207.85154107274
1531,104935.83981424055
1532,108048.93324030699
1533,157690.1521444753
1534,114884.0134413298
1535,142197.6327624298
1536,110809.98863170743
1537,78328.86364289233
1538,178566.11489178558
1539,192102.53727977263
1540,98365.00956407785
1541,141895.82106574118
1542,136986.8086015815
1543,217093.2498083961
1544,85665.01918923749
1545,115206.47659169034
1546,125737.8104826892
1547,136798.65834779627
1548,134907.95489611887
1549,114434.76941710539
1550,137259.67594849254
1551,117541.23036128169
1552,131405.7163292253
1553,153737.13532920147
1554,106895.33234216148
1555,169475.11208497113
1556,90463.19387368305
1557,115007.91345977395
1558,91960.70312501935
1559,101819.7703925362
1560,132227.75022271325
1561,152125.0563293945
1562,137354.45800419545
1563,118790.82751004426
1564,159438.20352522016
1565,147946.80436707305
1566,236251.28404367174
1567,84470.5402154528
1568,226079.2918046813
1569,154643.88571906302
